Name,Year,min_players,max_players,min_playtime,max_playtime,min_age,category,mechanic,userrated,avg_rate,rank,owned,trading,wanting,wishing,num_comments,num_weights,avg_weight
6 nimmt! 25 Jahre,2019,2,10,45,45,8,"['Card Game', 'Number']","['Hand Management', 'Score-and-Reset Game', 'Simultaneous Action Selection']",1739,7.37884,1499,4111,17,54,322,223,39,1.2821
Sushi Go!,2013,2,5,15,15,8,['Card Game'],"['Closed Drafting', 'End Game Bonuses', 'Hand Management', 'Set Collection', 'Simultaneous Action Selection']",44421,7.01209,549,78829,1108,177,2703,6418,1240,1.1573
"13 Days: The Cuban Missile Crisis, 1962",2016,2,2,45,45,10,"['Bluffing', 'Modern Warfare', 'Political', 'Wargame']","['Action/Event', 'Advantage Token', 'Area Majority / Influence', 'Campaign / Battle Card Driven', 'End Game Bonuses', 'Hand Management', 'Take That', 'Tug of War']",4416,7.22926,862,7289,279,199,1171,1140,140,2.3143
1989: Dawn of Freedom,2012,2,2,150,150,12,"['Modern Warfare', 'Political', 'Wargame']","['Area Majority / Influence', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Events', 'Hand Management', 'Simulation']",2275,7.78221,819,4451,136,221,1113,758,187,3.2834
Strat-O-Matic Baseball,1962,1,2,45,45,11,['Sports'],"['Dice Rolling', 'Simulation']",1173,7.8278,1778,1772,71,47,178,514,105,2.3714
Snake Oil,2010,3,10,20,30,10,"['Card Game', 'Humor', 'Party Game']","['Acting', 'Hand Management', 'Player Judge', 'Storytelling']",3223,6.67635,1931,6030,174,84,787,767,88,1.1364
Ascension: Return of the Fallen,2011,1,2,30,30,13,"['Card Game', 'Fantasy']","['Deck, Bag, and Pool Building', 'Hand Management', 'Open Drafting']",3318,7.27617,1016,5352,149,52,321,682,121,2.157
Leaving Earth,2015,1,5,60,180,15,"['Math', 'Science Fiction', 'Space Exploration']","['Pick-up and Deliver', 'Point to Point Movement', 'Push Your Luck', 'Resource to Move', 'Simulation']",2810,7.74811,714,5314,99,679,3535,814,187,3.7166
Evo,2001,3,5,60,120,12,"['Animals', 'Prehistoric', 'Science Fiction']","['Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Dice Rolling', 'Hand Management', 'Turn Order: Stat-Based', 'Variable Player Powers', 'Victory Points as a Resource']",4467,6.86711,1320,4063,149,172,647,1291,446,2.343
Agropolis,2021,1,4,15,20,8,"['Card Game', 'City Building', 'Farming', 'Print & Play', 'Territory Building']","['Closed Drafting', 'Cooperative Game', 'Layering', 'Solo / Solitaire Game', 'Tile Placement']",1946,7.41477,1275,6687,71,71,484,579,48,1.7708
Sleuth,1971,3,7,30,45,10,"['Card Game', 'Deduction']","['Deduction', 'Hand Management', 'Memory', 'Paper-and-Pencil']",2952,6.90284,1533,5471,248,162,810,1134,212,2.4623
Star Wars: Outer Rim,2019,1,4,120,180,14,"['Adventure', 'Exploration', 'Movies / TV / Radio theme', 'Science Fiction', 'Space Exploration']","['Dice Rolling', 'Die Icon Resolution', 'Modular Board', 'Pick-up and Deliver', 'Race', 'Solo / Solitaire Game', 'Trading', 'Variable Player Powers']",11199,7.72762,195,20937,169,601,4013,1752,297,2.5219
Black Rose Wars,2019,2,4,90,90,14,"['Bluffing', 'Card Game', 'Fantasy', 'Miniatures', 'Renaissance']","['Action Queue', 'Area Majority / Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Deck, Bag, and Pool Building', 'Hand Management', 'Modular Board', 'Variable Player Powers']",3371,7.9822,517,6185,93,150,1622,641,144,3.4375
Wir sind das Volk!,2014,2,2,60,150,12,"['Economic', 'Political']","['Action/Event', 'Open Drafting', 'Simulation', 'Tug of War']",2471,7.79834,720,4491,87,289,1218,654,190,3.7263
Sherlock Holmes Consulting Detective: Carlton House & Queen's Park,2017,1,8,90,90,12,"['Deduction', 'Murder/Mystery', 'Novel-based', 'Post-Napoleonic', 'Puzzle', 'Spies/Secret Agents']","['Cooperative Game', 'Narrative Choice / Paragraph', 'Storytelling']",1234,7.83943,1442,5291,61,213,1219,285,19,2.2632
Pandemic,2008,2,4,45,45,8,['Medical'],"['Action Points', 'Cooperative Game', 'Hand Management', 'Point to Point Movement', 'Set Collection', 'Tags', 'Variable Player Powers']",120885,7.54651,133,192802,2988,611,10083,18836,5911,2.4016
Hegemony: Lead Your Class to Victory,2023,2,4,90,180,14,"['Economic', 'Educational', 'Political']","['Action/Event', 'Hand Management', 'Simulation', 'Variable Player Powers', 'Voting']",2402,8.51322,385,5420,34,382,2890,673,260,4.1038
Aftermath,2019,1,4,60,120,14,"['Adventure', 'Animals', 'Exploration', 'Miniatures', 'Science Fiction']","['Area Movement', 'Card Play Conflict Resolution', 'Contracts', 'Cooperative Game', 'Dice Rolling', 'Events', 'Hand Management', 'Line of Sight', 'Movement Points', 'Multiple Maps', 'Narrative Choice / Paragraph', 'Pick-up and Deliver', 'Player Elimination', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Stat Check Resolution', 'Storytelling', 'Turn Order: Progressive', 'Variable Player Powers', 'Variable Set-up']",1667,7.58401,1412,5428,114,240,2007,418,65,2.8462
Morels,2012,2,2,30,30,10,"['Card Game', 'Educational']","['Hand Management', 'Open Drafting', 'Set Collection']",8863,6.986,867,16002,321,380,2264,2052,367,1.7357
Escape from the Aliens in Outer Space,2010,2,8,20,45,12,"['Horror', 'Party Game', 'Print & Play', 'Science Fiction']","['Grid Movement', 'Hexagon Grid', 'Hidden Movement', 'Hidden Roles', 'Paper-and-Pencil', 'Secret Unit Deployment', 'Team-Based Game', 'Variable Player Powers']",4801,6.92946,1200,8436,257,238,1694,1118,112,1.9196
Roll Player,2016,1,4,60,90,10,"['Dice', 'Fantasy']","['Dice Rolling', 'Open Drafting', 'Role Playing', 'Set Collection', 'Variable Player Powers']",19441,7.46451,236,29437,386,849,5598,2979,398,2.4296
Atiwa,2022,1,4,30,120,12,"['Animals', 'Economic', 'Educational', 'Environmental', 'Farming', 'Territory Building']","['Automatic Resource Growth', 'End Game Bonuses', 'Modular Board', 'Turn Order: Claim Action', 'Worker Placement']",1808,7.56705,1233,3069,33,244,1535,368,90,2.7222
Exit: The Game – The Forbidden Castle,2017,1,4,45,90,12,"['Deduction', 'Puzzle', 'Real-time']",['Cooperative Game'],3183,6.8093,1595,6843,83,57,346,580,55,3.2727
Medina (Second Edition),2014,2,4,60,60,10,"['Abstract Strategy', 'Arabian', 'City Building']","['Area Majority / Influence', 'Grid Coverage', 'Square Grid', 'Tile Placement']",2057,7.2157,1436,2740,72,267,984,491,67,2.3582
La Granja: No Siesta,2016,1,4,30,45,10,"['Dice', 'Farming']","['Dice Rolling', 'Open Drafting', 'Paper-and-Pencil']",2389,6.79453,1898,3580,159,85,501,482,37,2.1892
Unmatched: Redemption Row,2022,2,3,20,40,14,"['Card Game', 'Comic Book / Strip', 'Fantasy', 'Fighting', 'Movies / TV / Radio theme']","['Action Points', 'Card Play Conflict Resolution', 'Hand Management', 'Line of Sight', 'Point to Point Movement', 'Take That', 'Team-Based Game', 'Variable Player Powers']",730,8.27204,1936,3037,13,127,501,95,2,2
Ashes Reborn: Rise of the Phoenixborn,2015,2,4,30,120,14,"['Card Game', 'Fantasy', 'Fighting']","['Closed Drafting', 'Deck Construction', 'Dice Rolling', 'Die Icon Resolution', 'Hand Management', 'Interrupts', 'Variable Player Powers']",5923,7.28703,736,11018,520,217,1717,1333,179,2.905
Bohnanza,1997,2,7,45,45,12,"['Card Game', 'Farming', 'Negotiation']","['Hand Management', 'Negotiation', 'Set Collection', 'Trading']",44514,7.04713,516,68482,1060,394,3216,9411,2924,1.6696
Stronghold,2009,2,4,120,120,10,"['Fantasy', 'Fighting', 'Medieval']","['Action Points', 'Area Majority / Influence', 'Point to Point Movement', 'Team-Based Game', 'Variable Player Powers']",3461,7.1379,1112,5118,324,329,1682,986,304,3.6743
Dungeon Twister,2004,2,2,60,60,11,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Maze']","['Action Points', 'Card Play Conflict Resolution', 'Grid Movement', 'Hand Management', 'Map Deformation', 'Modular Board', 'Secret Unit Deployment', 'Variable Player Powers']",5999,6.80718,1287,7877,469,166,1013,1938,697,2.8867
Carnival of Monsters,2019,2,5,45,45,12,"['Card Game', 'Fantasy']","['Closed Drafting', 'Dice Rolling', 'Loans', 'Set Collection']",2482,7.26304,1318,4342,79,102,935,415,65,2.1385
Asara,2010,2,4,45,45,9,"['Fantasy', 'Medieval']","['Hand Management', 'Pattern Building', 'Set Collection', 'Worker Placement']",2850,7.00801,1420,3909,177,135,581,760,196,2.3469
Fields of Arle,2014,1,2,60,120,13,"['Economic', 'Farming', 'Industry / Manufacturing']","['Automatic Resource Growth', 'Highest-Lowest Scoring', 'Income', 'Set Collection', 'Solo / Solitaire Game', 'Turn Order: Claim Action', 'Turn Order: Progressive', 'Worker Placement']",10417,8.03596,80,15426,185,1094,5827,1930,524,3.8626
Neanderthal,2015,1,3,60,120,14,"['Card Game', 'Economic', 'Prehistoric']","['Auction/Bidding', 'Dice Rolling', 'Events', 'Negotiation', 'Simulation', 'Worker Placement']",1745,7.30198,1576,5243,232,93,695,657,130,3.7462
Nippon,2015,2,4,60,120,12,"['Economic', 'Industry / Manufacturing']","['Area Majority / Influence', 'Variable Phase Order']",4840,7.65083,417,4779,76,469,1697,799,293,3.7816
Lowlands,2018,2,4,50,100,12,['Farming'],"['Action Points', 'Set Collection', 'Tile Placement', 'Worker Placement']",2895,7.40752,965,4858,121,340,1790,586,86,3.0814
Herbaceous,2017,1,4,15,20,8,"['Card Game', 'Print & Play']","['Push Your Luck', 'Set Collection', 'Solo / Solitaire Game']",5392,7.03418,1004,10091,157,190,1631,1222,141,1.2128
Kashgar: Merchants of the Silk Road,2013,2,4,45,45,12,"['Card Game', 'Economic']","['Action Queue', 'Contracts', 'Deck, Bag, and Pool Building', 'Race']",2225,7.07688,1541,2860,127,172,780,536,79,2.2405
Britannia,1986,3,5,180,300,12,"['Ancient', 'Civilization', 'Medieval', 'Wargame']","['Area Movement', 'Dice Rolling', 'Simulation', 'Stat Check Resolution', 'Voting']",4235,7.19131,975,6039,258,132,713,1546,536,3.1604
Star Wars: The Card Game,2012,2,2,30,60,10,"['Card Game', 'Collectible Components', 'Movies / TV / Radio theme', 'Science Fiction']","['Card Play Conflict Resolution', 'Force Commitment', 'Hand Management', 'Variable Player Powers']",5722,7.17551,871,10825,511,135,837,1261,279,2.9677
Quoridor,1997,2,4,15,15,8,"['Abstract Strategy', ""Children's Game"", 'Maze']","['Connections', 'Grid Movement', 'Race', 'Square Grid']",7967,6.65589,1449,12139,356,145,1267,1759,444,1.8423
City of Iron,2013,2,4,120,120,13,"['Card Game', 'City Building', 'Civilization', 'Economic', 'Fantasy']","['Action Points', 'Area Majority / Influence', 'Deck, Bag, and Pool Building', 'Hand Management', 'Open Drafting', 'Variable Player Powers']",1687,7.16886,1749,2253,109,152,752,472,121,3.2314
Aquatica,2019,1,4,30,60,12,"['Card Game', 'Fantasy', 'Nautical']","['Action Retrieval', 'Deck, Bag, and Pool Building', 'Hand Management', 'Open Drafting', 'Slide/Push', 'Solo / Solitaire Game', 'Variable Player Powers']",5669,7.38245,581,8822,147,403,3010,987,128,2.2969
Pandemic: Reign of Cthulhu,2016,2,4,40,40,14,"['Horror', 'Novel-based']","['Action Points', 'Cooperative Game', 'Hand Management', 'Point to Point Movement', 'Set Collection', 'Trading', 'Variable Player Powers']",9884,7.36908,456,18543,276,290,2569,1570,189,2.164
Dead Reckoning,2022,1,4,90,150,14,"['Exploration', 'Pirates', 'Territory Building']","['Area Majority / Influence', 'Area Movement', 'Deck, Bag, and Pool Building', 'Layering', 'Modular Board']",2345,8.22479,528,4090,25,564,2975,588,124,3.379
Aerion,2019,1,2,15,30,10,"['Aviation / Flight', 'Card Game', 'Dice', 'Fantasy']","['Cooperative Game', 'Dice Rolling', 'Open Drafting', 'Push Your Luck', 'Set Collection', 'Solo / Solitaire Game']",1664,7.33273,1559,4031,90,128,974,421,48,1.9583
Dice Throne: Season Two – Cursed Pirate v. Artificer,2018,2,2,20,40,8,"['Card Game', 'Dice', 'Fantasy', 'Fighting']","['Dice Rolling', 'Take That', 'Variable Player Powers']",878,7.89848,1897,2938,53,52,164,146,10,2.7
Minecraft: Builders & Biomes,2019,2,4,30,60,10,['Video Game Theme'],"['Action Points', 'Deck, Bag, and Pool Building', 'End Game Bonuses', 'Grid Movement', 'Layering', 'Tile Placement', 'Variable Set-up']",2633,6.97256,1610,6631,111,56,516,503,55,1.9818
Century: Golem Edition – Eastern Mountains,2019,2,4,30,45,10,['Fantasy'],"['Action Retrieval', 'Contracts', 'Grid Movement', 'Modular Board', 'Pick-up and Deliver', 'Point to Point Movement', 'Set Collection']",1504,7.37968,1647,4756,58,137,648,293,25,2.24
Mystery of the Abbey,1995,3,6,60,90,8,"['Deduction', 'Medieval', 'Murder/Mystery', 'Religious']","['Area Movement', 'Dice Rolling', 'Events', 'Hand Management', 'Paper-and-Pencil', 'Set Collection']",8058,6.53925,1609,9864,323,375,1780,2412,710,2.2028
Imagine,2015,3,8,15,30,12,"['Deduction', 'Party Game']","['Acting', 'Team-Based Game']",3920,6.86732,1479,7250,101,46,595,574,80,1.0625
Strike,2012,2,5,15,15,8,"['Action / Dexterity', 'Dice']","['Dice Rolling', 'Player Elimination', 'Push Your Luck']",3604,6.92831,1381,5420,35,133,673,631,127,1.0315
Krosmaster: Arena,2012,2,4,45,60,14,"['Collectible Components', 'Fantasy', 'Fighting', 'Miniatures']","['Action Points', 'Dice Rolling', 'Grid Movement', 'Open Drafting', 'Variable Player Powers']",3684,6.71556,1824,7587,455,98,654,800,180,2.6778
Pulsar 2849,2017,2,4,60,90,14,"['Dice', 'Science Fiction', 'Space Exploration']","['Dice Rolling', 'Open Drafting', 'Point to Point Movement', 'Worker Placement with Dice Workers']",8401,7.67193,252,11510,184,549,2848,1283,275,3.3455
Monikers,2015,4,16,30,60,17,"['Card Game', 'Humor', 'Mature / Adult', 'Party Game', 'Print & Play']","['Acting', 'Communication Limits', 'Open Drafting', 'Role Playing', 'Singing', 'Team-Based Game']",5573,7.78027,297,11082,110,209,2158,1044,72,1.0833
San Juan (Second Edition),2014,2,4,45,60,10,"['Card Game', 'City Building', 'Economic']","['Action Drafting', 'Follow', 'Hand Management', 'Multi-Use Cards', 'Set Collection', 'Variable Phase Order']",7131,7.46183,409,10597,262,285,1472,1287,182,2.0824
HeroQuest,1989,2,5,90,90,14,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']","['Dice Rolling', 'Die Icon Resolution', 'Grid Movement', 'Modular Board', 'Role Playing', 'Roll / Spin and Move', 'Scenario / Mission / Campaign Game', 'Square Grid', 'Team-Based Game', 'Variable Player Powers']",13126,7.18551,643,22302,524,352,1700,3476,819,2.1392
Viceroy,2014,1,4,45,60,13,"['Bluffing', 'Card Game', 'City Building', 'Civilization', 'Fantasy', 'Negotiation']","['Auction: Sealed Bid', 'Hand Management', 'Memory', 'Open Drafting', 'Set Collection', 'Tile Placement']",5551,6.79448,1302,9709,688,86,638,1381,228,2.6404
Automobiles,2016,2,5,45,75,10,"['Racing', 'Sports', 'Transportation']","['Deck, Bag, and Pool Building', 'Hand Management', 'Race']",3344,7.21722,1019,3002,82,283,989,745,76,2.2105
Mottainai,2015,2,5,15,30,13,"['Card Game', 'Print & Play']","['Follow', 'Hand Management', 'Multi-Use Cards', 'Set Collection', 'Team-Based Game', 'Variable Phase Order']",4156,7.02997,1124,7663,330,200,1212,1232,175,3.1429
Forbidden Stars,2015,2,4,120,180,14,"['Bluffing', 'Fighting', 'Miniatures', 'Science Fiction', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Card Play Conflict Resolution', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Order Counters', 'Variable Player Powers']",8933,7.9752,128,13175,239,739,3791,1686,441,3.8345
Altar Quest,2020,1,4,30,90,14,"['Adventure', 'Card Game', 'Dice', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']","['Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Modular Board', 'Variable Player Powers']",1191,7.7112,1786,2759,87,139,984,398,85,3.3765
Fantastic Factories,2019,1,5,45,60,14,"['Card Game', 'Dice', 'Industry / Manufacturing']","['Dice Rolling', 'Hand Management', 'Multi-Use Cards', 'Open Drafting', 'Push Your Luck', 'Re-rolling and Locking', 'Set Collection', 'Simultaneous Action Selection', 'Solo / Solitaire Game', 'Tags', 'Worker Placement with Dice Workers']",5836,7.46623,505,11009,194,323,2185,1267,145,2.2207
Revolution!,2009,3,4,60,60,13,"['Bluffing', 'Deduction', 'Political']","['Area Majority / Influence', 'Auction/Bidding', 'Auction: Multiple Lot', 'Simultaneous Action Selection']",4319,6.72418,1605,5224,190,169,836,1117,249,2.0402
Dealt!,2018,3,5,30,30,10,['Card Game'],"['Hand Management', 'Ladder Climbing', 'Single Loser Game', 'Trick-taking']",1596,7.07041,1927,2931,63,69,339,323,36,1.4167
Mr. Jack,2006,2,2,30,30,9,"['Deduction', 'Murder/Mystery']","['Grid Movement', 'Hexagon Grid', 'Open Drafting', 'Variable Player Powers']",17612,6.97997,669,22830,665,396,3122,3678,1159,2.1734
Eat Poop You Cat,0,3,99,20,20,0,"['Humor', 'Party Game']",['Paper-and-Pencil'],1681,7.46654,1371,838,4,21,227,525,118,1.1102
Age of Civilization,2019,1,4,30,60,10,"['Ancient', 'Civilization']","['Action Points', 'Increase Value of Unchosen Resources', 'Solo / Solitaire Game', 'Tech Trees / Tech Tracks', 'Variable Player Powers']",2329,7.05949,1624,5000,141,54,430,592,76,2.2895
Dungeons & Dragons: Wrath of Ashardalon Board Game,2011,1,5,60,60,12,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']","['Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Role Playing', 'Solo / Solitaire Game', 'Variable Player Powers']",6523,7.09995,970,13729,342,328,1857,1430,310,2.6065
On the Underground,2006,2,5,60,60,7,"['Trains', 'Transportation']",['Network and Route Building'],2510,6.90327,1687,2105,71,159,592,907,322,2.441
Horizons of Spirit Island,2022,1,3,90,120,14,"['Age of Reason', 'Environmental', 'Fantasy', 'Fighting', 'Mythology', 'Renaissance', 'Territory Building']","['Action Retrieval', 'Area Majority / Influence', 'Automatic Resource Growth', 'Campaign / Battle Card Driven', 'Cooperative Game', 'Events', 'Hand Management', 'Modular Board', 'Set Collection', 'Simultaneous Action Selection', 'Solo / Solitaire Game', 'Variable Player Powers', 'Variable Set-up']",1168,8.36173,1115,5018,79,145,1186,328,64,3.5312
Animal Upon Animal,2005,2,4,15,15,4,"['Action / Dexterity', 'Animals', ""Children's Game""]","['Dice Rolling', 'Stacking and Balancing']",8280,6.78937,1133,13105,175,195,1074,2414,398,1.0402
Time's Up! Edición Azul,2006,4,12,45,45,12,"['Humor', 'Movies / TV / Radio theme', 'Party Game']","['Acting', 'Communication Limits', 'Memory', 'Team-Based Game']",1304,7.3608,1796,2111,15,10,84,181,57,1.2281
Under Falling Skies,2020,1,1,20,40,12,"['Dice', 'Science Fiction']","['Dice Rolling', 'Modular Board', 'Once-Per-Game Abilities', 'Re-rolling and Locking', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Square Grid', 'Sudden Death Ending', 'Variable Set-up', 'Worker Placement', 'Worker Placement with Dice Workers']",9821,7.70571,213,22009,381,366,3332,1582,233,2.3948
Beyond Balderdash,1993,2,6,45,45,10,"['Bluffing', 'Party Game', 'Word Game']","['Paper-and-Pencil', 'Voting']",3213,6.81812,1678,5051,177,32,332,973,208,1.476
Thunderstone Quest,2018,2,4,60,90,14,"['Card Game', 'Fantasy']","['Deck, Bag, and Pool Building']",4219,7.78593,438,10942,254,287,2104,1057,92,2.837
